gene a,gene b,synonym a,synonym b,cell line,phenotype,additional notes,interaction
ATRX,CDCA8,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,BOR|BOREALIN|DasraB|MESRGP,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,WDR33,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,NET14|WDC146,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,WEE1,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,WEE1A|WEE1hu,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,EIF2S3,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,EIF2|EIF2G|EIF2gamma|eIF-2gA,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,IARS2,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,ILERS,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,HSPA9,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,EIF3B,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,EIF3-ETA|EIF3-P110|EIF3-P116|EIF3S9|PRT1,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,RABGGTA,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,PTAR3,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,POMK,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,MDDGA12|MDDGC12|SGK196,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,VCP,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,TUBA1B,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,K-ALPHA-1,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,CABIN1,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,CAIN|PPP3IN,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,ASF1A,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,CGI-98|CIA|HSPC146,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,RNMT,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,MET|RG7MT1|hCMT1c,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,MCM4,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,CDC21|CDC54|NKCD|NKGCD|P1-CDC21|hCdc21,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,NUDCD3,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,NudCL,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,SKA3,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,C13orf3|RAMA1,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,ATP6V1B2,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,ATP6B1B2|ATP6B2|HO57|VATB|VPP3|Vma2,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,RPL7A,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,L7A|SURF3|TRUP,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,RBM39,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,CAPER|CAPERalpha|FSAP59|HCC1|RNPC2,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
ATRX,TIPIN,ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX,-,PLC-PRF-5 (Hepatoma Cell Line),Growth abnormality,"CRISPR GI screen|Cell Line: PLC-PRF-5 (Hepatoma Cell Line)|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: GeckoV2|Significance Threshold: Authors looked for genes which We then searched for genes targeted by the sgRNAs that were represented at nearly the same level at T0 as at T21 in ATRX WT cells, but depleted in ATRX KO cells at T21 compared with T0. Under these stringent criteria, we identified 58 genes, which were essential for viability in ATRX KO cells but nonessential for ATRX WT cells, as potential synthetic lethal partners for ATRX and signified genes that met this criteria in a hit list in the supp file",synthetic lethality
